year,state_abbr,state_name,population,violent_crime,"violent crimes per 100,000 people",homicide,"homicides per 100,000 people ",rape_legacy,"rapes legacy per 100,000 people",rape_revised,"rapes revised per 100,000 people",robbery,"robberies per 100,000 people",aggravated_assault,"aggravated assaults per 100,000 people",property_crime,"property crimes per 100,000 people",burglary,"burglaries per 100,000 people",larceny,"larcenies per 100,000 people",motor_vehicle_theft,"motor vehicle theft per 100,000 people",caveats,
1988,TN,Tennessee,4919000,26205,532.73,461,9.37,2201,44.74,,0,8537,173.55,15006,305.06,193647,3936.71,60894,1237.93,106052,2155.97,26701,542.81,,
1988,TX,Texas,16780000,109499,652.56,2022,12.05,8119,48.38,,0,39301,234.21,60057,357.91,1235870,7365.14,361972,2157.16,739642,4407.88,134256,800.10,,
1988,UT,Utah,1691000,4110,243.05,47,2.78,399,23.60,,0,915,54.11,2749,162.57,90223,5335.48,14898,881.02,71677,4238.73,3648,215.73,,
1988,VA,Virginia,5996000,17940,299.20,468,7.81,1622,27.05,,0,6748,112.54,9102,151.80,232496,3877.52,49069,818.36,165343,2757.56,18084,301.60,,
1988,VT,Vermont,556000,791,142.27,11,1.98,128,23.02,,0,89,16.01,563,101.26,22786,4098.20,6098,1096.76,15591,2804.14,1097,197.30,,
1988,WA,Washington,4619000,21543,466.40,264,5.72,2611,56.53,,0,6738,145.88,11930,258.28,307008,6646.63,85711,1855.62,201301,4358.11,19996,432.91,,
1988,WI,Wisconsin,4858000,10414,214.37,144,2.96,965,19.86,,0,3258,67.06,6047,124.48,182545,3757.62,35423,729.17,134046,2759.28,13076,269.16,,
1988,WV,West Virginia,1884000,2476,131.42,93,4.94,353,18.74,,0,644,34.18,1386,73.57,39703,2107.38,11510,610.93,25147,1334.77,3046,161.68,,
1988,WY,Wyoming,471000,1479,314.01,12,2.55,113,23.99,,0,71,15.07,1283,272.40,17206,3653.08,3103,658.81,13432,2851.80,671,142.46,,
1989,,,246819230,1646037,666.90,21500,8.71,94504,38.29,,0,578326,234.31,951707,385.59,12605412,5107.14,3168170,1283.60,7872442,3189.56,1564800,633.99,,
1989,AK,Alaska,527000,2623,497.72,42,7.97,279,52.94,,0,356,67.55,1946,369.26,22567,4282.16,4358,826.94,15811,3000.19,2398,455.03,,
1989,AL,Alabama,4118000,24329,590.80,421,10.22,1276,30.99,,0,5515,133.92,17117,415.66,166244,4037.01,47224,1146.77,106771,2592.79,12249,297.45,,
1989,AR,Arkansas,2406000,11397,473.69,203,8.44,924,38.40,,0,2660,110.56,7610,316.29,98213,4082.00,28738,1194.43,63084,2621.95,6391,265.63,,
1989,AZ,Arizona,3556000,21320,599.55,237,6.66,1286,36.16,,0,4944,139.03,14853,417.69,265284,7460.18,59284,1667.15,181574,5106.13,24426,686.90,,
1989,CA,California,29063000,284136,977.66,3158,10.87,11966,41.17,,0,96431,331.80,172581,593.82,1681516,5785.76,410468,1412.34,972603,3346.53,298445,1026.89,,
1989,CO,Colorado,3317000,15636,471.39,146,4.40,1202,36.24,,0,2984,89.96,11304,340.79,184692,5568.04,41475,1250.38,128195,3864.79,15022,452.88,,
1989,CT,Connecticut,3239000,16576,511.76,190,5.87,892,27.54,,0,6956,214.76,8538,263.60,154119,4758.23,40035,1236.03,91483,2824.42,22601,697.78,,
1989,DC,District of Columbia,604000,12937,2141.89,434,71.85,186,30.79,,0,6542,1083.11,5775,956.13,49235,8151.49,11780,1950.33,29164,4828.48,8291,1372.68,,
1989,DE,Delaware,673000,3745,556.46,34,5.05,569,84.55,,0,934,138.78,2208,328.08,28998,4308.77,6072,902.23,20294,3015.45,2632,391.08,,
1989,FL,Florida,12671000,140575,1109.42,1405,11.09,6299,49.71,,0,51188,403.98,81683,644.65,975042,7695.07,289254,2282.80,583702,4606.60,102086,805.67,,
1989,GA,Georgia,6436000,47357,735.81,820,12.74,3150,48.94,,0,17450,271.13,25937,403.00,407868,6337.29,110215,1712.48,255578,3971.07,42075,653.74,,
1989,HI,Hawaii,1112000,3004,270.14,53,4.77,496,44.60,,0,925,83.18,1530,137.59,66723,6000.27,14939,1343.44,47374,4260.25,4410,396.58,,
1989,IA,Iowa,2840000,7563,266.30,54,1.90,459,16.16,,0,1108,39.01,5942,209.23,108349,3815.11,24052,846.90,79801,2809.89,4496,158.31,,
1989,ID,Idaho,1014000,2582,254.64,26,2.56,236,23.27,,0,152,14.99,2168,213.81,37278,3676.33,8843,872.09,26825,2645.46,1610,158.78,,
1989,IL,Illinois,11658000,98611,845.87,1051,9.02,4161,35.69,,0,39138,335.72,54261,465.44,558803,4793.30,125441,1076.01,362556,3109.93,70806,607.36,,
1989,IN,Indiana,5593000,22735,406.49,353,6.31,1804,32.25,,0,5671,101.39,14907,266.53,225592,4033.47,54201,969.09,149514,2673.23,21877,391.15,,
1989,KS,Kansas,2513000,10073,400.84,138,5.49,917,36.49,,0,2508,99.80,6510,259.05,115146,4582.01,29871,1188.66,77802,3095.98,7473,297.37,,
1989,KY,Kentucky,3727000,13302,356.91,293,7.86,917,24.60,,0,2836,76.09,9256,248.35,110328,2960.24,30526,819.05,71611,1921.41,8191,219.77,,
1989,LA,Louisiana,4382000,34257,781.77,653,14.90,1675,38.22,,0,10397,237.27,21532,491.37,239235,5459.49,64184,1464.72,152209,3473.51,22842,521.27,,
1989,MA,Massachusetts,5913000,39912,674.99,254,4.30,1881,31.81,,0,11980,202.60,25797,436.28,263780,4461.02,63004,1065.52,146925,2484.78,53851,910.72,,
1989,MD,Maryland,4694000,40152,855.39,544,11.59,1783,37.98,,0,15589,332.10,22236,473.71,220955,4707.18,52735,1123.46,137043,2919.54,31177,664.19,,
1989,ME,Maine,1222000,1676,137.15,39,3.19,229,18.74,,0,293,23.98,1115,91.24,42116,3446.48,9810,802.78,30067,2460.47,2239,183.22,,
1989,MI,Michigan,9273000,65760,709.16,993,10.71,6624,71.43,,0,20616,222.32,37527,404.69,487682,5259.16,113579,1224.84,307096,3311.72,67007,722.60,,
1989,MN,Minnesota,4353000,12549,288.28,111,2.55,1363,31.31,,0,4128,94.83,6947,159.59,178252,4094.92,39042,896.90,122673,2818.13,16537,379.90,,
1989,MO,Missouri,5159000,32634,632.56,409,7.93,1587,30.76,,0,10060,195.00,20578,398.88,231874,4494.55,58594,1135.76,146269,2835.22,27011,523.57,,
1989,MT,Montana,806000,935,116.00,23,2.85,145,17.99,,0,137,17.00,630,78.16,31285,3881.51,5575,691.69,23892,2964.27,1818,225.56,,
1989,NC,North Carolina,6571000,35902,546.37,584,8.89,1964,29.89,,0,8770,133.47,24584,374.13,309323,4707.40,98792,1503.45,191783,2918.63,18748,285.31,,
1989,ND,North Dakota,660000,417,63.18,4,0.61,78,11.82,,0,61,9.24,274,41.52,16485,2497.73,2369,358.94,13370,2025.76,746,113.03,,
1989,NE,Nebraska,1611000,4503,279.52,40,2.48,381,23.65,,0,837,51.96,3245,201.43,61413,3812.10,12010,745.50,46403,2880.38,3000,186.22,,
1989,NH,New Hampshire,1107000,1865,168.47,36,3.25,327,29.54,,0,264,23.85,1238,111.83,37945,3427.73,8157,736.86,27087,2446.88,2701,243.99,,
1989,NJ,New Jersey,7736000,47111,608.98,394,5.09,2449,31.66,,0,21139,273.25,23129,298.98,360532,4660.44,75548,976.58,213878,2764.71,71106,919.16,,
1989,NM,New Mexico,1528000,10755,703.86,132,8.64,702,45.94,,0,1607,105.17,8314,544.11,89693,5869.96,26146,1711.13,58201,3808.97,5346,349.87,,
1989,NV,Nevada,1111000,6947,625.29,91,8.19,662,59.59,,0,2784,250.59,3410,306.93,62732,5646.44,15607,1404.77,40686,3662.11,6439,579.57,,
1989,NY,New York,17950000,203042,1131.15,2246,12.51,5242,29.20,,0,103983,579.29,91571,510.14,926596,5162.09,211130,1176.21,544459,3033.20,171007,952.69,,
1989,OH,Ohio,10907000,51109,468.59,652,5.98,4872,44.67,,0,18635,170.85,26950,247.09,465143,4264.63,111057,1018.22,306609,2811.12,47477,435.29,,
1989,OK,Oklahoma,3224000,15847,491.53,210,6.51,1209,37.50,,0,4070,126.24,10358,321.28,161558,5011.10,50411,1563.62,92270,2861.97,18877,585.51,,
1989,OR,Oregon,2820000,14625,518.62,134,4.75,1314,46.60,,0,4282,151.84,8895,315.43,159119,5642.52,40197,1425.43,103690,3676.95,15232,540.14,,
1989,PA,Pennsylvania,12040000,45586,378.62,753,6.25,2963,24.61,,0,18025,149.71,23845,198.05,359008,2981.79,85925,713.66,216566,1798.72,56517,469.41,,
1989,RI,Rhode Island,998000,3772,377.96,49,4.91,266,26.65,,0,1122,112.42,2335,233.97,48372,4846.89,12045,1206.91,27104,2715.83,9223,924.15,,
1989,SC,South Carolina,3512000,28576,813.67,320,9.11,1632,46.47,,0,4574,130.24,22050,627.85,168772,4805.58,48914,1392.77,107845,3070.76,12013,342.06,,
1989,SD,South Dakota,715000,969,135.52,9,1.26,229,32.03,,0,84,11.75,647,90.49,18230,2549.65,3394,474.69,14057,1966.01,779,108.95,,
1989,TN,Tennessee,4940000,27118,548.95,417,8.44,2270,45.95,,0,7926,160.45,16505,334.11,195854,3964.66,59621,1206.90,109908,2224.86,26325,532.89,,
1989,TX,Texas,16991000,111889,658.52,2029,11.94,7951,46.80,,0,37913,223.14,63996,376.65,1234977,7268.42,342346,2014.87,741660,4365.02,150971,888.54,,
1989,UT,Utah,1707000,4417,258.76,45,2.64,489,28.65,,0,898,52.61,2985,174.87,92577,5423.37,15311,896.95,73210,4288.81,4056,237.61,,
1989,VA,Virginia,6098000,19057,312.51,480,7.87,1638,26.86,,0,6494,106.49,10445,171.29,237757,3898.93,46156,756.90,172645,2831.17,18956,310.86,,
1989,VT,Vermont,567000,753,132.80,11,1.94,131,23.10,,0,102,17.99,509,89.77,22429,3955.73,5835,1029.10,15466,2727.69,1128,198.94,,
1989,WA,Washington,4761000,22460,471.75,209,4.39,2938,61.71,,0,6672,140.14,12641,265.51,291472,6122.08,73563,1545.12,196122,4119.34,21787,457.61,,
1989,WI,Wisconsin,4867000,10834,222.60,176,3.62,993,20.40,,0,3659,75.18,6006,123.40,191869,3942.24,35683,733.16,140040,2877.34,16146,331.74,,
1989,WV,West Virginia,1857000,2724,146.69,121,6.52,347,18.69,,0,793,42.70,1463,78.78,41154,2216.16,11635,626.55,26608,1432.85,2911,156.76,,
1989,WY,Wyoming,475000,1227,258.32,21,4.42,134,28.21,,0,81,17.05,991,208.63,17246,3630.74,3001,631.79,13593,2861.68,652,137.26,,
1990,,,249464396,1820127,729.61,23438,9.40,102555,41.11,,0,639271,256.26,1054863,422.85,12655486,5073.06,3073909,1232.20,7945670,3185.09,1635907,655.77,,
1990,AK,Alaska,550043,2885,524.50,41,7.45,401,72.90,,0,422,76.72,2021,367.43,25457,4628.18,4919,894.29,17428,3168.48,3110,565.41,,
1990,AL,Alabama,4040587,28630,708.56,467,11.56,1319,32.64,,0,5805,143.67,21039,520.69,169974,4206.67,44585,1103.43,111336,2755.44,14053,347.80,,
1990,AR,Arkansas,2350725,12511,532.22,241,10.25,1019,43.35,,0,2661,113.20,8590,365.42,101897,4334.71,28464,1210.86,66630,2834.44,6803,289.40,,
1990,AZ,Arizona,3665228,23911,652.37,284,7.75,1500,40.93,,0,5897,160.89,16230,442.81,265229,7236.36,61206,1669.91,172375,4702.98,31648,863.47,,
1990,CA,California,29760021,311051,1045.20,3553,11.94,12688,42.63,,0,112208,377.04,182602,613.58,1654186,5558.42,400392,1345.40,951580,3197.51,302214,1015.50,,
1990,CO,Colorado,3294394,17328,525.98,138,4.19,1521,46.17,,0,2985,90.61,12684,385.02,182106,5527.75,39822,1208.78,128172,3890.61,14112,428.36,,
1990,CT,Connecticut,3287116,18201,553.71,166,5.05,918,27.93,,0,7717,234.77,9400,285.96,158867,4833.02,40355,1227.67,94485,2874.40,24027,730.94,,
1990,DC,District of Columbia,606900,14919,2458.23,472,77.77,303,49.93,,0,7365,1213.54,6779,1116.99,50470,8316.03,12035,1983.03,30326,4996.87,8109,1336.13,,
1990,DE,Delaware,666168,4365,655.24,33,4.95,587,88.12,,0,1098,164.82,2647,397.35,31344,4705.12,6465,970.48,21922,3290.76,2957,443.88,,
1990,FL,Florida,12937926,160990,1244.33,1379,10.66,6781,52.41,,0,53928,416.82,98902,764.43,978944,7566.47,280832,2170.61,591210,4569.59,106902,826.27,,
1990,GA,Georgia,6478216,48996,756.32,767,11.84,3472,53.60,,0,17067,263.45,27690,427.43,389165,6007.29,104905,1619.35,240623,3714.34,43637,673.60,,
1990,HI,Hawaii,1108229,3113,280.90,44,3.97,360,32.48,,0,1013,91.41,1696,153.04,64563,5825.78,13611,1228.18,46735,4217.09,4217,380.52,,
1990,IA,Iowa,2776755,8321,299.67,54,1.94,510,18.37,,0,1089,39.22,6668,240.14,105550,3801.20,22448,808.43,78384,2822.86,4718,169.91,,
1990,ID,Idaho,1006749,2776,275.74,27,2.68,275,27.32,,0,151,15.00,2323,230.74,38069,3781.38,8187,813.21,28216,2802.68,1666,165.48,,
1990,IL,Illinois,11430602,110575,967.36,1182,10.34,4505,39.41,,0,45038,394.01,59850,523.59,567841,4967.73,121506,1062.99,372862,3261.96,73473,642.77,,
1990,IN,Indiana,5544159,26275,473.92,344,6.20,2103,37.93,,0,5619,101.35,18209,328.44,233376,4209.40,52297,943.28,156741,2827.14,24338,438.98,,
1990,KS,Kansas,2477574,11093,447.74,98,3.96,1002,40.44,,0,2914,117.62,7079,285.72,117571,4745.41,28901,1166.50,80361,3243.54,8309,335.37,,
1990,KY,Kentucky,3685296,14386,390.36,264,7.16,1068,28.98,,0,2545,69.06,10509,285.16,107208,2909.07,28264,766.94,71594,1942.69,7350,199.44,,
1990,LA,Louisiana,4219973,37914,898.44,724,17.16,1781,42.20,,0,11387,269.84,24022,569.25,235822,5588.23,60677,1437.85,149752,3548.65,25393,601.73,,
1990,MA,Massachusetts,6016425,44300,736.32,243,4.04,2030,33.74,,0,13062,217.11,28965,481.43,274442,4561.55,66942,1112.65,151933,2525.30,55567,923.59,,
1990,MD,Maryland,4781468,43940,918.96,552,11.54,2185,45.70,,0,17394,363.78,23809,497.94,234842,4911.50,53549,1119.93,147407,3082.88,33886,708.69,,
1990,ME,Maine,1227928,1759,143.25,30,2.44,242,19.71,,0,308,25.08,1179,96.02,43647,3554.52,10106,823.01,31372,2554.87,2169,176.64,,
1990,MI,Michigan,9295297,73468,790.38,971,10.45,7209,77.56,,0,21752,234.01,43536,468.37,483764,5204.40,106275,1143.32,311153,3347.42,66336,713.65,,
1990,MN,Minnesota,4375099,13392,306.10,117,2.67,1487,33.99,,0,4057,92.73,7731,176.70,185185,4232.70,39691,907.20,129500,2959.93,15994,365.57,,
1990,MO,Missouri,5117073,36602,715.29,449,8.77,1663,32.50,,0,11073,216.39,23417,457.62,225422,4405.29,54536,1065.77,143287,2800.18,27599,539.35,,
1990,MT,Montana,799065,1273,159.31,39,4.88,195,24.40,,0,173,21.65,866,108.38,34702,4342.83,5666,709.08,27098,3391.21,1938,242.53,,
1990,NC,North Carolina,6628637,41332,623.54,711,10.73,2272,34.28,,0,10082,152.10,28267,426.44,322306,4862.33,101444,1530.39,202059,3048.27,18803,283.66,,
1990,ND,North Dakota,638800,472,73.89,5,0.78,114,17.85,,0,50,7.83,303,47.43,18196,2848.47,2725,426.58,14621,2288.82,850,133.06,,
1990,NE,Nebraska,1578385,5209,330.02,43,2.72,473,29.97,,0,807,51.13,3886,246.20,61290,3883.08,11424,723.78,47054,2981.15,2812,178.16,,
1990,NH,New Hampshire,1109252,1459,131.53,21,1.89,386,34.80,,0,302,27.23,750,67.61,38976,3513.72,8158,735.45,28111,2534.23,2707,244.04,,
1990,NJ,New Jersey,7730188,50057,647.55,432,5.59,2307,29.84,,0,23269,301.01,24049,311.10,371023,4799.66,78628,1017.16,219767,2842.97,72628,939.54,,
1990,NM,New Mexico,1515069,11821,780.23,139,9.17,753,49.70,,0,1744,115.11,9185,606.24,89448,5903.89,26343,1738.73,58004,3828.47,5101,336.68,,
1990,NV,Nevada,1201833,7222,600.92,116,9.65,748,62.24,,0,2864,238.30,3494,290.72,65652,5462.66,16434,1367.41,42097,3502.73,7121,592.51,,
1990,NY,New York,17990455,212458,1180.95,2605,14.48,5368,29.84,,0,112380,624.66,92105,511.97,932416,5182.84,208813,1160.69,536012,2979.42,187591,1042.73,,
1990,OH,Ohio,10847115,54904,506.16,663,6.11,5075,46.79,,0,20451,188.54,28715,264.72,470469,4337.27,106575,982.52,310673,2864.11,53221,490.65,,
1990,OK,Oklahoma,3145585,17222,547.50,253,8.04,1479,47.02,,0,3836,121.95,11654,370.49,158889,5051.17,45531,1447.46,94432,3002.05,18926,601.67,,
1990,OR,Oregon,2842321,14405,506.80,108,3.80,1332,46.86,,0,4102,144.32,8863,311.82,146073,5139.22,32273,1135.45,100765,3545.17,13035,458.60,,
1990,PA,Pennsylvania,11881643,51213,431.03,801,6.74,3068,25.82,,0,20930,176.15,26414,222.31,361805,3045.08,86624,729.06,215119,1810.52,60062,505.50,,
1990,RI,Rhode Island,1003464,4334,431.90,48,4.78,248,24.71,,0,1224,121.98,2814,280.43,49378,4920.75,12755,1271.10,27046,2695.26,9577,954.39,,
1990,SC,South Carolina,3486703,34050,976.57,390,11.19,1873,53.72,,0,5313,152.38,26474,759.28,176729,5068.66,48132,1380.44,115144,3302.37,13453,385.84,,
1990,SD,South Dakota,696004,1133,162.79,14,2.01,239,34.34,,0,86,12.36,794,114.08,19116,2746.54,3671,527.44,14678,2108.90,767,110.20,,
1990,TN,Tennessee,4877185,32698,670.43,511,10.48,2415,49.52,,0,9325,191.20,20447,419.24,213648,4380.56,61646,1263.97,124127,2545.05,27875,571.54,,
1990,TX,Texas,16986510,129343,761.45,2389,14.06,8750,51.51,,0,44297,260.78,73907,435.09,1200151,7065.32,314512,1851.54,731224,4304.73,154415,909.04,,
1990,UT,Utah,1722850,4892,283.95,52,3.02,651,37.79,,0,980,56.88,3209,186.26,92620,5375.98,15172,880.63,73352,4257.60,4096,237.75,,
1990,VA,Virginia,6187358,21694,350.62,545,8.81,1915,30.95,,0,7626,123.25,11608,187.61,253063,4090.00,45236,731.10,187564,3031.41,20263,327.49,,
1990,VT,Vermont,562758,716,127.23,13,2.31,146,25.94,,0,66,11.73,491,87.25,23713,4213.71,6119,1087.32,16424,2918.48,1170,207.90,,
1990,WA,Washington,4866692,24410,501.57,238,4.89,3115,64.01,,0,6326,129.99,14731,302.69,278440,5721.34,61460,1262.87,195221,4011.37,21759,447.10,,
1990,WI,Wisconsin,4891769,12948,264.69,225,4.60,1013,20.71,,0,5514,112.72,6196,126.66,202052,4130.45,36755,751.36,144924,2962.61,20373,416.48,,
1990,WV,West Virginia,1793477,3036,169.28,102,5.69,423,23.59,,0,680,37.92,1831,102.09,41855,2333.73,11785,657.10,27310,1522.74,2760,153.89,,
1990,WY,Wyoming,453588,1367,301.37,22,4.85,134,29.54,,0,72,15.87,1139,251.11,17732,3909.27,2862,630.97,14194,3129.27,676,149.03,,
1991,,,252153092,1911767,758.18,24703,9.80,106593,42.27,,0,687732,272.74,1092739,433.36,12961116,5140.18,3157150,1252.08,8142228,3229.08,1661738,659.02,,
1991,AK,Alaska,570000,3499,613.86,42,7.37,523,91.75,,0,645,113.16,2289,401.58,29000,5087.72,5582,979.30,20375,3574.56,3043,533.86,,
1991,AL,Alabama,4089000,34518,844.17,469,11.47,1455,35.58,,0,6246,152.75,26348,644.36,184882,4521.45,51873,1268.60,118151,2889.48,14858,363.37,,
1991,AR,Arkansas,2372000,14072,593.25,264,11.13,1058,44.60,,0,3217,135.62,9533,401.90,108677,4581.66,29093,1226.52,71487,3013.79,8097,341.36,,
1991,AZ,Arizona,3750000,25152,670.72,291,7.76,1590,42.40,,0,6215,165.73,17056,454.83,252559,6734.91,60281,1607.49,159987,4266.32,32291,861.09,,
1991,CA,California,30380000,331122,1089.93,3859,12.70,12896,42.45,,0,124939,411.25,189428,623.53,1726391,5682.66,424656,1397.81,986120,3245.95,315615,1038.89,,
1991,CO,Colorado,3377000,18887,559.28,199,5.89,1588,47.02,,0,3628,107.43,13472,398.93,186235,5514.81,39117,1158.34,132717,3930.03,14401,426.44,,
1991,CT,Connecticut,3291000,17761,539.68,187,5.68,960,29.17,,0,7384,224.37,9230,280.46,158770,4824.37,39198,1191.07,93384,2837.56,26188,795.75,,
1991,DC,District of Columbia,598000,14671,2453.34,482,80.60,214,35.79,,0,7269,1215.55,6706,1121.40,49722,8314.72,12405,2074.41,29182,4879.93,8135,1360.37,,
1991,DE,Delaware,680000,4857,714.26,37,5.44,588,86.47,,0,1460,214.71,2772,407.65,35055,5155.15,7668,1127.65,24836,3652.35,2551,375.15,,
1991,FL,Florida,13277000,157243,1184.33,1248,9.40,6865,51.71,,0,53083,399.81,96047,723.41,977570,7362.88,266313,2005.82,607222,4573.49,104035,783.57,,
1991,GA,Georgia,6623000,48894,738.25,849,12.82,2800,42.28,,0,17762,268.19,27483,414.96,381165,5755.17,100317,1514.68,240359,3629.16,40489,611.34,,
1991,HI,Hawaii,1135000,2744,241.76,45,3.96,375,33.04,,0,986,86.87,1338,117.89,65020,5728.63,14011,1234.45,47195,4158.15,3814,336.04,,
1991,IA,Iowa,2795000,8477,303.29,57,2.04,583,20.86,,0,1257,44.97,6580,235.42,107069,3830.73,23267,832.45,79030,2827.55,4772,170.73,,
1991,ID,Idaho,1039000,3016,290.28,19,1.83,300,28.87,,0,215,20.69,2482,238.88,40578,3905.49,8582,825.99,30143,2901.15,1853,178.34,,
1991,IL,Illinois,11543000,119955,1039.20,1300,11.26,4615,39.98,,0,52653,456.15,61387,531.81,587868,5092.85,129284,1120.02,382942,3317.53,75642,655.31,,
1991,IN,Indiana,5610000,28349,505.33,423,7.54,2318,41.32,,0,6506,115.97,19102,340.50,241930,4312.48,54814,977.08,161039,2870.57,26077,464.83,,
1991,KS,Kansas,2495000,12465,499.60,153,6.13,1118,44.81,,0,3453,138.40,7741,310.26,125616,5034.71,32601,1306.65,84258,3377.07,8757,350.98,,
1991,KY,Kentucky,3713000,16262,437.97,253,6.81,1315,35.42,,0,3084,83.06,11610,312.69,108430,2920.28,29576,796.55,70885,1909.10,7969,214.62,,
1991,LA,Louisiana,4252000,40438,951.03,720,16.93,1738,40.87,,0,11860,278.93,26120,614.30,232732,5473.47,60017,1411.50,148334,3488.57,24381,573.40,,
1991,MA,Massachusetts,5996000,44138,736.12,249,4.15,1926,32.12,,0,11669,194.61,30294,505.24,274990,4586.22,69977,1167.06,149930,2500.50,55083,918.66,,
1991,MD,Maryland,4860000,46469,956.15,569,11.71,2229,45.86,,0,19783,407.06,23888,491.52,255299,5253.07,56258,1157.57,163524,3364.69,35517,730.80,,
1991,ME,Maine,1235000,1631,132.06,15,1.21,270,21.86,,0,280,22.67,1066,86.32,44900,3635.63,11146,902.51,31737,2569.80,2017,163.32,,
1991,MI,Michigan,9368000,75232,803.07,1009,10.77,7372,78.69,,0,22790,243.27,44061,470.34,499781,5334.98,111126,1186.23,324985,3469.10,63670,679.65,,
1991,MN,Minnesota,4432000,14006,316.02,131,2.96,1762,39.76,,0,4345,98.04,7768,175.27,185268,4180.23,37832,853.61,131330,2963.22,16106,363.40,,
1991,MO,Missouri,5158000,39358,763.05,543,10.53,1756,34.04,,0,12952,251.11,24107,467.37,239982,4652.62,64643,1253.26,146533,2840.89,28806,558.47,,
1991,MT,Montana,808000,1130,139.85,21,2.60,160,19.80,,0,150,18.56,799,98.89,28347,3508.29,4231,523.64,22449,2778.34,1667,206.31,,
1991,NC,North Carolina,6737000,44355,658.38,769,11.41,2331,34.60,,0,11990,177.97,29265,434.39,352368,5230.34,114009,1692.28,218192,3238.71,20167,299.35,,
1991,ND,North Dakota,635000,415,65.35,7,1.10,116,18.27,,0,51,8.03,241,37.95,17326,2728.50,2367,372.76,14154,2228.98,805,126.77,,
1991,NE,Nebraska,1593000,5330,334.59,52,3.26,447,28.06,,0,861,54.05,3970,249.22,64031,4019.52,11574,726.55,49071,3080.41,3386,212.55,,
1991,NH,New Hampshire,1105000,1318,119.28,40,3.62,330,29.86,,0,365,33.03,583,52.76,36780,3328.51,8126,735.38,26220,2372.85,2434,220.27,,
1991,NJ,New Jersey,7760000,49257,634.76,406,5.23,2259,29.11,,0,22744,293.09,23848,307.32,372212,4796.55,78821,1015.73,221544,2854.95,71847,925.86,,
1991,NM,New Mexico,1548000,12922,834.75,163,10.53,811,52.39,,0,1862,120.28,10086,651.55,90474,5844.57,26672,1723.00,58441,3775.26,5361,346.32,,
1991,NV,Nevada,1284000,8693,677.02,152,11.84,848,66.04,,0,4012,312.46,3681,286.68,72183,5621.73,18026,1403.89,45781,3565.50,8376,652.34,,
1991,NY,New York,18058000,210184,1163.94,2571,14.24,5085,28.16,,0,112342,622.12,90186,499.42,917467,5080.67,204499,1132.46,531681,2944.30,181287,1003.92,,
1991,OH,Ohio,10939000,61460,561.84,783,7.16,5748,52.55,,0,23536,215.16,31393,286.98,489100,4471.16,115423,1055.15,318933,2915.56,54744,500.45,,
1991,OK,Oklahoma,3175000,18533,583.72,230,7.24,1615,50.87,,0,4094,128.94,12594,396.66,161449,5085.01,46934,1478.24,96842,3050.14,17673,556.63,,
1991,OR,Oregon,2922000,14795,506.33,133,4.55,1561,53.42,,0,4387,150.14,8714,298.22,153370,5248.80,34363,1176.01,105145,3598.39,13862,474.40,,
1991,PA,Pennsylvania,11961000,53824,450.00,758,6.34,3435,28.72,,0,23191,193.89,26440,221.05,371814,3108.55,86074,719.62,228142,1907.38,57598,481.55,,
1991,RI,Rhode Island,1004000,4638,461.95,37,3.69,310,30.88,,0,1234,122.91,3057,304.48,45957,4577.39,11320,1127.49,26664,2655.78,7973,794.12,,
1991,SC,South Carolina,3560000,34621,972.50,402,11.29,2098,58.93,,0,6092,171.12,26029,731.15,185359,5206.71,51793,1454.86,119784,3364.72,13782,387.13,,
1991,SD,South Dakota,703000,1281,182.22,12,1.71,279,39.69,,0,132,18.78,858,122.05,20366,2897.01,4146,589.76,15412,2192.32,808,114.94,,
1991,TN,Tennessee,4953000,35955,725.92,547,11.04,2299,46.42,,0,10543,212.86,22566,455.60,229856,4640.74,67608,1364.99,131855,2662.12,30393,613.63,,
1991,TX,Texas,17349000,145743,840.07,2652,15.29,9266,53.41,,0,49700,286.47,84125,484.90,1210784,6978.98,312693,1802.37,734261,4232.30,163830,944.32,,
1991,UT,Utah,1770000,5077,286.84,52,2.94,808,45.65,,0,976,55.14,3241,183.11,94178,5320.79,14872,840.23,75041,4239.60,4265,240.96,,
1991,VA,Virginia,6286000,23459,373.19,583,9.27,1879,29.89,,0,8651,137.62,12346,196.40,266160,4234.17,49224,783.07,195652,3112.50,21284,338.59,,
1991,VT,Vermont,567000,662,116.75,12,2.12,173,30.51,,0,67,11.82,410,72.31,21764,3838.45,5784,1020.11,15161,2673.90,819,144.44,,
1991,WA,Washington,5018000,26224,522.60,211,4.20,3529,70.33,,0,7303,145.54,15181,302.53,290115,5781.49,61996,1235.47,205814,4101.51,22305,444.50,,
1991,WI,Wisconsin,4955000,13723,276.95,239,4.82,1259,25.41,,0,5895,118.97,6330,127.75,207560,4188.90,37241,751.58,148695,3000.91,21624,436.41,,
1991,WV,West Virginia,1801000,3440,191.00,111,6.16,415,23.04,,0,779,43.25,2135,118.55,44528,2472.40,12009,666.80,29369,1630.71,3150,174.90,,
1991,WY,Wyoming,460000,1427,310.22,15,3.26,119,25.87,,0,79,17.17,1214,263.91,18762,4078.70,3184,692.17,14867,3231.96,711,154.57,,
1992,,,255029699,1932274,757.67,23760,9.32,109062,42.76,,0,672478,263.69,1126974,441.90,12505917,4903.71,2979884,1168.45,7915199,3103.64,1610834,631.63,,
