year,state_abbr,state_name,population,violent_crime,"violent crimes per 100,000 people",homicide,"homicides per 100,000 people ",rape_legacy,"rapes legacy per 100,000 people",rape_revised,"rapes revised per 100,000 people",robbery,"robberies per 100,000 people",aggravated_assault,"aggravated assaults per 100,000 people",property_crime,"property crimes per 100,000 people",burglary,"burglaries per 100,000 people",larceny,"larcenies per 100,000 people",motor_vehicle_theft,"motor vehicle theft per 100,000 people",caveats,
2003,MA,Massachusetts,6420357,30377,473.14,140,2.18,1848,28.78,,0,8011,124.77,20378,317.40,164543,2562.83,34963,544.56,104069,1620.92,25511,397.35,,
2003,MD,Maryland,5512310,38778,703.48,525,9.52,1358,24.64,,0,13302,241.31,23593,428.01,209418,3799.10,38641,700.99,134372,2437.67,36405,660.43,,
2003,ME,Maine,1309205,1422,108.62,16,1.22,354,27.04,,0,289,22.07,763,58.28,32078,2450.19,6579,502.52,24043,1836.46,1456,111.21,,
2003,MI,Michigan,10082364,51550,511.29,612,6.07,5470,54.25,,0,11254,111.62,34214,339.35,330565,3278.65,68316,677.58,208538,2068.34,53711,532.72,,
2003,MN,Minnesota,5064172,13316,262.95,127,2.51,2092,41.31,,0,3906,77.13,7191,142.00,157663,3113.30,27698,546.94,116216,2294.87,13749,271.50,,
2003,MO,Missouri,5719204,28067,490.75,289,5.05,1400,24.48,,0,6686,116.90,19692,344.31,233564,4083.86,41997,734.32,161616,2825.85,29951,523.69,,
2003,MS,Mississippi,2882594,9336,323.87,267,9.26,1079,37.43,,0,3016,104.63,4974,172.55,106867,3707.32,29564,1025.60,68307,2369.64,8996,312.08,,
2003,MT,Montana,918157,3351,364.97,30,3.27,246,26.79,,0,298,32.46,2777,302.45,28428,3096.20,3722,405.38,22800,2483.24,1906,207.59,,
2003,NC,North Carolina,8421190,38243,454.13,506,6.01,2139,25.40,,0,12229,145.22,23369,277.50,359660,4270.89,100687,1195.64,232081,2755.92,26892,319.34,,
2003,ND,North Dakota,633400,508,80.20,9,1.42,160,25.26,,0,53,8.37,286,45.15,13364,2109.88,1959,309.28,10327,1630.41,1078,170.19,,
2003,NE,Nebraska,1737475,5105,293.82,56,3.22,504,29.01,,0,1165,67.05,3380,194.54,65189,3751.94,10133,583.20,48924,2815.81,6132,352.93,,
2003,NH,New Hampshire,1288705,1937,150.31,17,1.32,438,33.99,,0,480,37.25,1002,77.75,26456,2052.91,4589,356.09,19934,1546.82,1933,150.00,,
2003,NJ,New Jersey,8642412,31488,364.34,406,4.70,1288,14.90,,0,13342,154.38,16452,190.36,220350,2549.64,43457,502.83,142287,1646.38,34606,400.42,,
2003,NM,New Mexico,1878562,12535,667.27,116,6.17,940,50.04,,0,1937,103.11,9542,507.94,76816,4089.09,18997,1011.25,50595,2693.28,7224,384.55,,
2003,NV,Nevada,2242207,13813,616.04,197,8.79,871,38.85,,0,5225,233.03,7520,335.38,96128,4287.20,21958,979.30,53321,2378.06,20849,929.84,,
2003,NY,New York,19212425,89486,465.77,934,4.86,3775,19.65,,0,35790,186.29,48987,254.98,432079,2248.96,75453,392.73,311422,1620.94,45204,235.29,,
2003,OH,Ohio,11437680,38185,333.85,526,4.60,4660,40.74,,0,16895,147.71,16104,140.80,417483,3650.07,95083,831.31,281383,2460.14,41017,358.61,,
2003,OK,Oklahoma,3506469,17758,506.44,206,5.87,1501,42.81,,0,3224,91.94,12827,365.81,151208,4312.26,34846,993.76,103404,2948.95,12958,369.55,,
2003,OR,Oregon,3564330,10506,294.75,68,1.91,1218,34.17,,0,2847,79.87,6373,178.80,169863,4765.64,28562,801.33,122327,3431.98,18974,532.33,,
2003,PA,Pennsylvania,12370761,49210,397.79,647,5.23,3556,28.75,,0,17980,145.34,27027,218.47,300639,2430.24,53918,435.85,213279,1724.06,33442,270.33,,
2003,RI,Rhode Island,1076084,3074,285.67,25,2.32,505,46.93,,0,830,77.13,1714,159.28,32231,2995.21,5524,513.34,22320,2074.19,4387,407.68,,
2003,SC,South Carolina,4148744,33455,806.39,303,7.30,1952,47.05,,0,5801,139.83,25399,612.21,187592,4521.66,43993,1060.39,127809,3080.67,15790,380.60,,
2003,SD,South Dakota,764905,1329,173.75,10,1.31,356,46.54,,0,104,13.60,859,112.30,15324,2003.39,2878,376.26,11572,1512.87,874,114.26,,
2003,TN,Tennessee,5845208,40409,691.32,396,6.77,2129,36.42,,0,9413,161.04,28471,487.08,256565,4389.32,63323,1083.33,166769,2853.09,26473,452.90,,
2003,TX,Texas,22103374,122246,553.06,1422,6.43,8025,36.31,,0,37017,167.47,75782,342.85,1016735,4599.91,219877,994.77,698644,3160.80,98214,444.34,,
2003,UT,Utah,2352119,5889,250.37,60,2.55,919,39.07,,0,1258,53.48,3652,155.26,100084,4255.06,16961,721.09,75321,3202.26,7802,331.70,,
2003,VA,Virginia,7365284,20490,278.20,416,5.65,1807,24.53,,0,6713,91.14,11554,156.87,200449,2721.54,29105,395.16,153367,2082.30,17977,244.08,,
2003,VT,Vermont,619343,707,114.15,15,2.42,126,20.34,,0,62,10.01,504,81.38,13803,2228.65,3017,487.13,10132,1635.93,654,105.60,,
2003,WA,Washington,6131298,21272,346.94,182,2.97,2863,46.69,,0,5718,93.26,12509,204.02,291542,4754.98,58271,950.39,192653,3142.12,40618,662.47,,
2003,WI,Wisconsin,5474290,12104,221.11,183,3.34,1202,21.96,,0,4397,80.32,6322,115.49,157684,2880.45,26546,484.92,118775,2169.69,12363,225.84,,
2003,WV,West Virginia,1811440,4627,255.43,73,4.03,311,17.17,,0,701,38.70,3542,195.54,42370,2339.02,10498,579.54,28409,1568.31,3463,191.17,,
2003,WY,Wyoming,502111,1314,261.70,14,2.79,136,27.09,,0,84,16.73,1080,215.09,16648,3315.60,2611,520.00,13239,2636.67,798,158.93,,
2004,,,293656842,1360088,463.16,16148,5.50,95089,32.38,,0,401470,136.71,847381,288.56,10319386,3514.10,2144446,730.26,6937089,2362.31,1237851,421.53,,
2004,AK,Alaska,657755,4159,632.30,37,5.63,558,84.83,,0,447,67.96,3117,473.88,22172,3370.86,3773,573.62,16159,2456.69,2240,340.55,,
2004,AL,Alabama,4525375,19324,427.01,254,5.61,1742,38.49,,0,6042,133.51,11286,249.39,182340,4029.28,44666,987.01,123650,2732.37,14024,309.90,,
2004,AR,Arkansas,2750000,13814,502.33,176,6.40,1183,43.02,,0,2372,86.25,10083,366.65,110911,4033.13,30151,1096.40,74242,2699.71,6518,237.02,,
2004,AZ,Arizona,5739879,28952,504.40,414,7.21,1896,33.03,,0,7721,134.52,18921,329.64,291203,5073.33,56885,991.05,179012,3118.74,55306,963.54,,
2004,CA,California,35842038,189175,527.80,2392,6.67,9615,26.83,,0,61768,172.33,115400,321.97,1227194,3423.90,245903,686.07,728687,2033.05,252604,704.77,,
2004,CO,Colorado,4601821,17121,372.05,201,4.37,1945,42.27,,0,3739,81.25,11236,244.16,180322,3918.49,33010,717.32,123308,2679.55,24004,521.62,,
2004,CT,Connecticut,3498966,10113,289.03,100,2.86,755,21.58,,0,4188,119.69,5070,144.90,93942,2684.85,15959,456.11,66770,1908.28,11213,320.47,,
2004,DC,District of Columbia,554239,7590,1369.45,198,35.72,222,40.05,,0,3202,577.73,3968,715.94,26896,4852.78,3946,711.97,14542,2623.78,8408,1517.04,District of Columbia data include reports from the Zoological Police,
2004,DE,Delaware,830069,5105,615.01,28,3.37,357,43.01,,0,1343,161.79,3377,406.83,27256,3283.58,5669,682.96,19285,2323.30,2302,277.33,,
2004,FL,Florida,17385430,123754,711.83,946,5.44,6612,38.03,,0,29997,172.54,86199,495.81,727141,4182.47,166332,956.73,482484,2775.22,78325,450.52,,
2004,GA,Georgia,8918129,40217,450.96,613,6.87,2387,26.77,,0,13656,153.13,23561,264.19,376656,4223.49,82992,930.60,249426,2796.84,44238,496.05,,
2004,HI,Hawaii,1262124,3213,254.57,33,2.61,333,26.38,,0,944,74.79,1903,150.78,60525,4795.49,10827,857.84,41078,3254.67,8620,682.98,,
2004,IA,Iowa,2952904,8499,287.82,44,1.49,782,26.48,,0,1160,39.28,6513,220.56,85775,2904.77,17928,607.13,62214,2106.88,5633,190.76,,
2004,ID,Idaho,1395140,3452,247.43,31,2.22,594,42.58,,0,241,17.27,2586,185.36,38799,2781.01,7671,549.84,28389,2034.85,2739,196.32,,
2004,IL,Illinois,12712016,69365,545.66,780,6.14,4220,33.20,,0,22582,177.64,41783,328.69,403486,3174.05,76088,598.55,287025,2257.90,40373,317.60,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",
2004,IN,Indiana,6226537,20294,325.93,316,5.08,1803,28.96,,0,6373,102.35,11802,189.54,211929,3403.64,42168,677.23,148670,2387.68,21091,338.73,,
2004,KS,Kansas,2733697,10330,377.88,122,4.46,1142,41.77,,0,1812,66.28,7254,265.35,109771,4015.48,20146,736.95,81115,2967.23,8510,311.30,,
2004,KY,Kentucky,4141835,10152,245.11,236,5.70,1238,29.89,,0,3268,78.90,5410,130.62,105209,2540.15,25902,625.37,70535,1702.99,8772,211.79,,
2004,LA,Louisiana,4506685,28844,640.03,574,12.74,1616,35.86,,0,6564,145.65,20090,445.78,199153,4419.06,45359,1006.48,134080,2975.14,19714,437.44,,
2004,MA,Massachusetts,6407382,29489,460.23,171,2.67,1794,28.00,,0,7484,116.80,20040,312.76,158150,2468.25,34497,538.39,101605,1585.75,22048,344.10,,
2004,MD,Maryland,5561332,38961,700.57,521,9.37,1317,23.68,,0,12772,229.66,24351,437.86,202474,3640.75,36704,659.99,129888,2335.56,35882,645.21,,
2004,ME,Maine,1314985,1364,103.73,18,1.37,315,23.95,,0,289,21.98,742,56.43,31740,2413.72,6341,482.21,24096,1832.42,1303,99.09,,
2004,MI,Michigan,10104206,49737,492.24,643,6.36,5482,54.25,,0,11336,112.19,32276,319.43,309805,3066.10,64233,635.71,194988,1929.77,50584,500.62,,
2004,MN,Minnesota,5096546,13751,269.81,113,2.22,2123,41.66,,0,4070,79.86,7445,146.08,155019,3041.65,28048,550.33,113453,2226.08,13518,265.24,,
2004,MO,Missouri,5759532,28226,490.07,354,6.15,1479,25.68,,0,6630,115.11,19763,343.14,224629,3900.13,40472,702.70,158264,2747.86,25893,449.57,,
2004,MS,Mississippi,2900768,8568,295.37,227,7.83,1161,40.02,,0,2503,86.29,4677,161.23,100980,3481.15,27661,953.58,65440,2255.95,7879,271.62,,
2004,MT,Montana,926920,2723,293.77,30,3.24,273,29.45,,0,233,25.14,2187,235.94,27215,2936.07,3515,379.21,22082,2382.30,1618,174.56,,
2004,NC,North Carolina,8540468,38244,447.80,532,6.23,2339,27.39,,0,11782,137.95,23591,276.23,355328,4160.52,101193,1184.86,227147,2659.66,26988,316.00,,
2004,ND,North Dakota,636308,558,87.69,8,1.26,177,27.82,,0,43,6.76,330,51.86,12493,1963.36,2040,320.60,9516,1495.50,937,147.26,,
2004,NE,Nebraska,1747704,5393,308.58,40,2.29,620,35.48,,0,1138,65.11,3595,205.70,61512,3519.59,9826,562.22,46399,2654.85,5287,302.51,,
2004,NH,New Hampshire,1299169,2202,169.49,17,1.31,466,35.87,,0,500,38.49,1219,93.83,26658,2051.93,4979,383.24,19723,1518.12,1956,150.56,,
2004,NJ,New Jersey,8685166,30943,356.27,392,4.51,1331,15.32,,0,13076,150.56,16144,185.88,211313,2433.03,41030,472.41,139977,1611.68,30306,348.94,,
2004,NM,New Mexico,1903006,13081,687.39,169,8.88,1039,54.60,,0,2062,108.35,9811,515.55,79895,4198.36,19924,1046.98,52069,2736.14,7902,415.24,,
2004,NV,Nevada,2332898,14379,616.36,172,7.37,954,40.89,,0,4905,210.25,8348,357.84,98215,4210.00,23142,991.99,52438,2247.76,22635,970.25,,
2004,NY,New York,19280727,84914,440.41,889,4.61,3608,18.71,,0,33506,173.78,46911,243.31,422734,2192.52,70696,366.67,311036,1613.20,41002,212.66,,
2004,OH,Ohio,11450143,38787,338.75,506,4.42,4744,41.43,,0,17429,152.22,16108,140.68,419337,3662.29,96518,842.94,282168,2464.32,40651,355.03,,
2004,OK,Oklahoma,3523546,17635,500.49,186,5.28,1557,44.19,,0,3090,87.70,12802,363.33,149472,4242.09,35244,1000.24,101271,2874.12,12957,367.73,,
2004,OR,Oregon,3591363,10724,298.61,90,2.51,1283,35.72,,0,2751,76.60,6600,183.77,166475,4635.43,30072,837.34,117868,3281.99,18535,516.10,,
2004,PA,Pennsylvania,12394471,50998,411.46,650,5.24,3535,28.52,,0,18474,149.05,28339,228.64,299611,2417.30,54443,439.25,214199,1728.18,30969,249.86,,
2004,RI,Rhode Island,1079916,2673,247.52,26,2.41,320,29.63,,0,731,67.69,1596,147.79,31166,2885.97,5465,506.06,21623,2002.29,4078,377.62,,
2004,SC,South Carolina,4197892,33160,789.92,286,6.81,1772,42.21,,0,5468,130.26,25634,610.64,190456,4536.94,43739,1041.93,130991,3120.40,15726,374.62,,
2004,SD,South Dakota,770621,1319,171.16,17,2.21,336,43.60,,0,112,14.53,854,110.82,14885,1931.56,3148,408.50,10890,1413.15,847,109.91,,
2004,TN,Tennessee,5893298,41113,697.62,357,6.06,2282,38.72,,0,8863,150.39,29611,502.45,254991,4326.80,60386,1024.66,169828,2881.71,24777,420.43,,
2004,TX,Texas,22471549,121554,540.92,1364,6.07,8388,37.33,,0,35817,159.39,75985,338.14,1010702,4497.70,220118,979.54,696507,3099.51,94077,418.65,,
2004,UT,Utah,2420708,5647,233.28,46,1.90,967,39.95,,0,1236,51.06,3398,140.37,97762,4038.57,15225,628.95,74889,3093.68,7648,315.94,,
2004,VA,Virginia,7481332,20608,275.46,390,5.21,1816,24.27,,0,6899,92.22,11503,153.76,200368,2678.24,28759,384.41,154154,2060.52,17455,233.31,,
2004,VT,Vermont,621233,713,114.77,16,2.58,160,25.76,,0,78,12.56,459,73.89,14559,2343.57,3435,552.93,10537,1696.14,587,94.49,,
2004,WA,Washington,6207046,21330,343.64,190,3.06,2857,46.03,,0,5866,94.51,12417,200.05,300837,4846.70,60632,976.83,196972,3173.36,43233,696.51,,
2004,WI,Wisconsin,5503533,11548,209.83,154,2.80,1136,20.64,,0,4067,73.90,6191,112.49,146710,2665.74,23854,433.43,111482,2025.64,11374,206.67,,
2004,WV,West Virginia,1812548,5110,281.92,68,3.75,346,19.09,,0,774,42.70,3922,216.38,46326,2555.85,10994,606.55,31566,1741.53,3766,207.77,,
2004,WY,Wyoming,505887,1163,229.89,11,2.17,112,22.14,,0,67,13.24,973,192.34,16889,3338.49,2738,541.23,13352,2639.32,799,157.94,,
2005,,,296507061,1390745,469.04,16740,5.65,94347,31.82,,0,417438,140.79,862220,290.79,10174754,3431.54,2155448,726.95,6783447,2287.79,1235859,416.81,,
2005,AK,Alaska,663253,4194,632.34,32,4.82,538,81.12,,0,537,80.96,3087,465.43,23975,3614.76,4131,622.84,17249,2600.67,2595,391.25,,
2005,AL,Alabama,4548327,19678,432.64,374,8.22,1564,34.39,,0,6447,141.74,11293,248.29,177393,3900.18,43473,955.80,120780,2655.48,13140,288.90,,
2005,AR,Arkansas,2775708,14670,528.51,189,6.81,1202,43.30,,0,2532,91.22,10747,387.18,112914,4067.94,30118,1085.06,75510,2720.39,7286,262.49,,
2005,AZ,Arizona,5953007,30478,511.98,445,7.48,2006,33.70,,0,8579,144.11,19448,326.69,287345,4826.89,56328,946.21,176112,2958.37,54905,922.31,,
2005,CA,California,36154147,190178,526.02,2503,6.92,9392,25.98,,0,63622,175.97,114661,317.14,1200531,3320.59,250521,692.92,692467,1915.32,257543,712.35,,
2005,CO,Colorado,4663295,18498,396.67,173,3.71,2026,43.45,,0,3948,84.66,12351,264.86,188449,4041.11,34746,745.10,127602,2736.31,26101,559.71,,
2005,CT,Connecticut,3500701,9542,272.57,105,3.00,712,20.34,,0,3933,112.35,4792,136.89,90270,2578.63,15245,435.48,64416,1840.09,10609,303.05,,
2005,DC,District of Columbia,582049,8032,1379.95,195,33.50,166,28.52,,0,3700,635.69,3971,682.24,26133,4489.83,3577,614.55,14836,2548.93,7720,1326.35,District of Columbia data include reports from the Zoological Police,
2005,DE,Delaware,841741,5332,633.45,37,4.40,377,44.79,,0,1306,155.15,3612,429.11,26245,3117.94,5811,690.35,18085,2148.52,2349,279.06,,
2005,FL,Florida,17768191,125957,708.89,883,4.97,6592,37.10,,0,30141,169.63,88341,497.19,712998,4012.78,164783,927.40,472912,2661.57,75303,423.81,,
2005,GA,Georgia,9132553,40725,445.93,564,6.18,2143,23.47,,0,14041,153.75,23977,262.54,378534,4144.89,84463,924.86,249594,2733.01,44477,487.02,,
2005,HI,Hawaii,1273278,3253,255.48,24,1.88,343,26.94,,0,1001,78.62,1885,148.04,61115,4799.82,9792,769.04,42188,3313.34,9135,717.44,,
2005,IA,Iowa,2965524,8697,293.27,40,1.35,847,28.56,,0,1153,38.88,6657,224.48,84370,2845.03,18147,611.93,60723,2047.63,5500,185.46,,
2005,ID,Idaho,1429367,3670,256.76,35,2.45,577,40.37,,0,266,18.61,2792,195.33,38556,2697.42,8066,564.31,27606,1931.34,2884,201.77,,
2005,IL,Illinois,12765427,70496,552.24,770,6.03,4313,33.79,,0,23255,182.17,42158,330.25,394670,3091.71,77635,608.17,277662,2175.11,39373,308.43,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",
2005,IN,Indiana,6266019,20302,324.00,356,5.68,1856,29.62,,0,6809,108.67,11281,180.03,216778,3459.58,43756,698.31,151278,2414.26,21744,347.01,,
2005,KS,Kansas,2748172,10701,389.39,101,3.68,1098,39.95,,0,1795,65.32,7707,280.44,104588,3805.73,19028,692.39,76222,2773.55,9338,339.79,,
2005,KY,Kentucky,4172608,11134,266.84,190,4.55,1421,34.06,,0,3690,88.43,5833,139.79,105608,2530.98,26458,634.09,70354,1686.09,8796,210.80,,
2005,LA,Louisiana,4507331,26889,596.56,450,9.98,1421,31.53,,0,5337,118.41,19681,436.64,166611,3696.44,39382,873.73,112840,2503.48,14389,319.24,,
2005,MA,Massachusetts,6433367,29644,460.79,178,2.77,1751,27.22,,0,7837,121.82,19878,308.98,151727,2358.44,34728,539.81,98079,1524.54,18920,294.09,,
2005,MD,Maryland,5589599,39369,704.33,552,9.88,1266,22.65,,0,14378,257.23,23173,414.57,198483,3550.93,35922,642.66,128491,2298.75,34070,609.52,,
2005,ME,Maine,1318220,1483,112.50,19,1.44,326,24.73,,0,323,24.50,815,61.83,31889,2419.10,6323,479.66,24218,1837.17,1348,102.26,,
2005,MI,Michigan,10100833,55936,553.78,629,6.23,5199,51.47,,0,13348,132.15,36760,363.93,312892,3097.69,70527,698.23,194090,1921.52,48275,477.93,,
2005,MN,Minnesota,5126739,15243,297.32,115,2.24,2258,44.04,,0,4724,92.14,8146,158.89,158301,3087.75,29716,579.63,114304,2229.57,14281,278.56,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.",
2005,MO,Missouri,5797703,30477,525.67,402,6.93,1625,28.03,,0,7196,124.12,21254,366.59,227809,3929.30,42822,738.60,159288,2747.43,25699,443.26,,
2005,MS,Mississippi,2908496,8131,279.56,214,7.36,1147,39.44,,0,2405,82.69,4365,150.08,95231,3274.24,26866,923.71,60873,2092.94,7492,257.59,,
2005,MT,Montana,934737,2634,281.79,18,1.93,301,32.20,,0,177,18.94,2138,228.73,29407,3146.02,3642,389.63,23794,2545.53,1971,210.86,,
2005,NC,North Carolina,8672459,40650,468.73,585,6.75,2302,26.54,,0,12635,145.69,25128,289.74,353855,4080.22,104298,1202.63,221091,2549.35,28466,328.23,,
2005,ND,North Dakota,634605,706,111.25,12,1.89,180,28.36,,0,54,8.51,460,72.49,12848,2024.57,2043,321.93,9732,1533.55,1073,169.08,,
2005,NE,Nebraska,1758163,5052,287.35,44,2.50,581,33.05,,0,1040,59.15,3387,192.64,60348,3432.45,9408,535.10,45359,2579.91,5581,317.43,,
2005,NH,New Hampshire,1306819,1761,134.75,19,1.45,406,31.07,,0,365,27.93,971,74.30,24031,1838.89,4192,320.78,18493,1415.12,1346,103.00,,
2005,NJ,New Jersey,8703150,30919,355.26,417,4.79,1208,13.88,,0,13215,151.84,16079,184.75,203391,2336.98,38980,447.88,136728,1571.02,27683,318.08,,
2005,NM,New Mexico,1925985,12448,646.32,144,7.48,1041,54.05,,0,1893,98.29,9370,486.50,79575,4131.65,20939,1087.18,50707,2632.78,7929,411.69,,
2005,NV,Nevada,2412301,14654,607.47,206,8.54,1016,42.12,,0,4702,194.92,8730,361.90,102424,4245.90,23481,973.39,52012,2156.12,26931,1116.40,,
2005,NY,New York,19315721,85839,444.40,874,4.52,3636,18.82,,0,35179,182.13,46150,238.92,405990,2101.86,68034,352.22,302220,1564.63,35736,185.01,,
2005,OH,Ohio,11470685,40162,350.13,590,5.14,4671,40.72,,0,18673,162.79,16228,141.47,420705,3667.65,100183,873.38,279051,2432.73,41471,361.54,,
2005,OK,Oklahoma,3543442,18044,509.22,187,5.28,1481,41.80,,0,3230,91.15,13146,371.00,143406,4047.08,35692,1007.27,93814,2647.54,13900,392.27,,
2005,OR,Oregon,3638871,10444,287.01,80,2.20,1266,34.79,,0,2478,68.10,6620,181.92,160199,4402.44,27621,759.05,113316,3114.04,19262,529.34,,
2005,PA,Pennsylvania,12405348,52761,425.31,756,6.09,3586,28.91,,0,19214,154.88,29205,235.42,300444,2421.89,56134,452.50,214916,1732.45,29394,236.95,,
2005,RI,Rhode Island,1073579,2710,252.43,34,3.17,323,30.09,,0,776,72.28,1577,146.89,29287,2727.98,5319,495.45,19567,1822.60,4401,409.94,,
2005,SC,South Carolina,4246933,32590,767.38,314,7.39,1862,43.84,,0,5657,133.20,24757,582.94,185606,4370.35,42741,1006.40,126489,2978.36,16376,385.60,,
2005,SD,South Dakota,774883,1387,178.99,18,2.32,377,48.65,,0,145,18.71,847,109.31,13694,1767.23,2505,323.27,10350,1335.69,839,108.27,,
2005,TN,Tennessee,5955745,45104,757.32,431,7.24,2194,36.84,,0,10009,168.06,32470,545.19,256093,4299.93,61508,1032.75,169357,2843.59,25228,423.59,,
2005,TX,Texas,22928508,121091,528.12,1407,6.14,8511,37.12,,0,35790,156.09,75383,328.77,990293,4319.05,219828,958.75,677042,2952.84,93423,407.45,,
2005,UT,Utah,2490334,5612,225.35,56,2.25,920,36.94,,0,1095,43.97,3541,142.19,95546,3836.67,14971,601.16,72082,2894.47,8493,341.04,,
2005,VA,Virginia,7564327,21434,283.36,458,6.05,1763,23.31,,0,7495,99.08,11718,154.91,200404,2649.33,29829,394.34,154584,2043.59,15991,211.40,,
2005,VT,Vermont,622387,782,125.65,8,1.29,153,24.58,,0,76,12.21,545,87.57,14749,2369.75,3185,511.74,10894,1750.36,670,107.65,,
2005,WA,Washington,6291899,21745,345.60,205,3.26,2811,44.68,,0,5788,91.99,12941,205.68,307661,4889.80,60343,959.06,198031,3147.40,49287,783.34,,
2005,WI,Wisconsin,5527644,13367,241.82,206,3.73,1135,20.53,,0,4555,82.40,7471,135.16,147556,2669.42,24448,442.29,110531,1999.60,12577,227.53,,
2005,WV,West Virginia,1814083,4968,273.86,82,4.52,335,18.47,,0,816,44.98,3735,205.89,47757,2632.57,11334,624.78,32603,1797.22,3820,210.57,,
2005,WY,Wyoming,508798,1172,230.35,14,2.75,122,23.98,,0,78,15.33,958,188.29,16070,3158.42,2426,476.81,12905,2536.37,739,145.24,,
2006,,,299398484,1435123,479.34,17309,5.78,94472,31.55,,0,449246,150.05,874096,291.95,10019601,3346.58,2194993,733.13,6626363,2213.23,1198245,400.22,,
2006,AK,Alaska,670053,4610,688.01,36,5.37,512,76.41,,0,600,89.55,3462,516.68,23975,3578.08,4155,620.10,17284,2579.50,2536,378.48,,
2006,AL,Alabama,4599030,19553,425.15,382,8.31,1646,35.79,,0,7062,153.55,10463,227.50,181249,3941.03,44780,973.68,121451,2640.80,15018,326.55,,
2006,AR,Arkansas,2810872,15538,552.78,205,7.29,1325,47.14,,0,2749,97.80,11259,400.55,112025,3985.42,31864,1133.60,72646,2584.46,7515,267.35,,
2006,AZ,Arizona,6166318,33456,542.56,533,8.64,2449,39.72,,0,9491,153.92,20983,340.28,294389,4774.15,59418,963.59,178321,2891.86,56650,918.70,,
2006,CA,California,36457549,194483,533.45,2486,6.82,9235,25.33,,0,71142,195.14,111620,306.16,1159988,3181.75,247230,678.13,669103,1835.29,243655,668.33,,
2006,CO,Colorado,4753377,18794,395.38,171,3.60,2158,45.40,,0,3824,80.45,12641,265.94,163439,3438.38,32411,681.85,110372,2321.97,20656,434.55,,
2006,CT,Connecticut,3504809,10505,299.73,137,3.91,696,19.86,,0,4460,127.25,5212,148.71,90638,2586.10,15583,444.62,64765,1847.89,10290,293.60,,
2006,DC,District of Columbia,581530,8772,1508.43,169,29.06,185,31.81,,0,3829,658.44,4589,789.13,27064,4653.93,3835,659.47,15908,2735.54,7321,1258.92,District of Columbia data include reports from the Zoological Police,
2006,DE,Delaware,853476,5983,701.02,42,4.92,417,48.86,,0,1791,209.85,3733,437.39,29670,3476.37,6337,742.49,20449,2395.97,2884,337.91,,
2006,FL,Florida,18089888,129602,716.43,1129,6.24,6475,35.79,,0,34147,188.76,87851,485.64,721101,3986.21,170873,944.58,473774,2619.00,76454,422.63,,
2006,GA,Georgia,9363941,44754,477.94,605,6.46,2169,23.16,,0,15511,165.65,26469,282.67,362712,3873.50,85140,909.23,234445,2503.70,43127,460.56,,
2006,HI,Hawaii,1285498,3608,280.67,21,1.63,353,27.46,,0,1144,88.99,2090,162.58,54247,4219.92,8724,678.65,37784,2939.25,7739,602.02,,
2006,IA,Iowa,2982085,8521,285.74,55,1.84,871,29.21,,0,1309,43.90,6286,210.79,84202,2823.59,18160,608.97,60998,2045.48,5044,169.14,,
2006,ID,Idaho,1466465,3666,249.99,35,2.39,611,41.66,,0,294,20.05,2726,185.89,35135,2395.90,7545,514.50,25154,1715.28,2436,166.11,,
2006,IL,Illinois,12831970,69498,541.60,780,6.08,4078,31.78,,0,23782,185.33,40858,318.41,387478,3019.63,77259,602.08,272578,2124.21,37641,293.34,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006.",
2006,IN,Indiana,6313520,20303,321.58,361,5.72,1811,28.68,,0,7175,113.65,10956,173.53,217783,3449.47,45538,721.28,150655,2386.23,21590,341.96,,
2006,KS,Kansas,2764075,11960,432.69,125,4.52,1279,46.27,,0,1878,67.94,8678,313.96,104260,3771.97,20086,726.68,75450,2729.67,8724,315.62,,
2006,KY,Kentucky,4206074,11361,270.11,173,4.11,1312,31.19,,0,3850,91.53,6026,143.27,109428,2601.67,27867,662.54,72197,1716.49,9364,222.63,,
2006,LA,Louisiana,4287768,30923,721.19,555,12.94,1587,37.01,,0,5928,138.25,22853,532.98,174975,4080.79,46703,1089.21,112605,2626.19,15667,365.39,,
2006,MA,Massachusetts,6437193,32217,500.48,188,2.92,1771,27.51,,0,8080,125.52,22178,344.53,153943,2391.46,35243,547.49,100725,1564.73,17975,279.24,,
2006,MD,Maryland,5615727,38111,678.65,546,9.72,1178,20.98,,0,14376,256.00,22011,391.95,195484,3481.01,37459,667.04,127502,2270.45,30523,543.53,,
